Summary_file = sorghum.sum
Title = 
           date       das          stage          zadok            lai        biomass          grain      biomass_n        grain_n         tillers      rootdepth            cep       ws_pheno       ws_photo       ws_expan      ws_tiller       Ns_pheno       Ns_photo       Ns_expan      Ns_tiller    n_conc_root    n_conc_leaf    n_conc_stem   n_conc_grain     dm_green()        dm_green(1)        dm_green(2)        dm_green(3)        dm_green(4)        dm_green(5)  dm_senesced()     dm_senesced(1)     dm_senesced(2)     dm_senesced(3)     dm_senesced(4)     dm_senesced(5)  dlt_dm_detached(1)  dlt_dm_detached(2)  dlt_dm_detached(3)  dlt_dm_detached(4)  dlt_dm_detached(5)      p_green()         p_green(1)         p_green(2)         p_green(3)         p_green(4)         p_green(5)        p_sen()           p_sen(1)           p_sen(2)           p_sen(3)           p_sen(4)           p_sen(5)        p_demand(1)        p_demand(2)        p_demand(3)        p_demand(4)        p_demand(5)    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p     deadleaf_p       flower_p         head_p   p_senesced()       p_dead()  dlt_p_green() dlt_p_retrans() dlt_p_detached()   dlt_p_dead()    dlt_p_sen()  p_conc_stover    p_conc_leaf    p_conc_stem   p_conc_grain p_uptake_stover grain_p_demand    surfaceom_p            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_sorghum()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p() P_below_ground P_above_ground        systemP cum_error_systemP    dlt_systemP        P_plant   P_pl_up_diff  dlt_residue_P below_gnd_diff            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_sorghum()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p() P_below_ground P_above_ground        systemP cum_error_systemP    dlt_systemP        P_plant   P_pl_up_diff  dlt_residue_P below_gnd_diff
             ()    (days)             ()            (?)        (m2/m2)         (g/m2)         (g/m2)         (g/m2)         (g/m2) (tillers/plant)           (mm)           (mm)             ()             ()             ()            (?)             ()             ()             ()            (?)            (%)            (%)            (%)            (%)        (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)        (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)             (g/m^2)             (g/m^2)             (g/m^2)             (g/m^2)             (g/m^2)         (g/m2)             (g/m2)             (g/m2)             (g/m2)             (g/m2)             (g/m2)         (g/m2)             (g/m2)             (g/m2)             (g/m2)             (g/m2)             (g/m2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)             ()             ()              ()             ()            (?)             (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)         (g/m2)         (g/m2)         (g/m2)          (g/m2)           (g/m2)         (g/m2)            (?)            (?)            (?)            (?)            (?)             (?)            (?)        (kg/ha)           (mm)        (mm/mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()                ()             ()             ()             ()             ()             ()           (mm)        (mm/mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()                ()             ()             ()             ()             ()             ()
     31/10/1992         1          1.999              ?          0.000          0.000          0.000          0.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000          0.000          1.000              ?          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.818        248.514          2.281          0.714          0.000          0.000         18.852          4.151              0.000       1400.000          0.391          2.473          0.477          3.340       2432.793         20.233         34.273          0.000        341.401         34.273       2832.040          0.818       2832.858             0.000          0.000          0.000          0.000         -0.022          0.022        248.514          2.281          0.714          0.000          0.000         18.852          4.151              0.000       1400.000          0.391          2.473          0.477          3.340       2432.793         20.233         34.273          0.000        341.401         34.273       2832.040          0.818       2832.858             0.000          0.000          0.000          0.000         -0.022          0.022
     01/11/1992         2          2.000              ?          0.000          0.000          0.000          0.000          0.000           0.000         27.000          0.000          0.000          0.000          0.000              ?          0.000          0.000          1.000              ?          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.809        247.853          2.277          0.661          0.000          0.000         19.799          2.985              0.000       1400.000          0.389          2.404          0.424          3.216       2432.765         20.346         34.321          0.000        341.401         34.321       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000         -0.009          0.009        247.853          2.277          0.661          0.000          0.000         19.799          2.985              0.000       1400.000          0.389          2.404          0.424          3.216       2432.765         20.346         34.321          0.000        341.401         34.321       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000         -0.009          0.009
     02/11/1992         3          2.306              ?          0.000          0.000          0.000          0.000          0.000           0.000         54.000          0.000          1.000          1.000          1.000              ?          0.000          0.000          1.000              ?          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.809        247.235          2.274          0.618          0.000          0.000         20.519          2.147              0.000       1400.000          0.387          2.333          0.374          3.093       2432.734         20.445         34.375          0.000        341.402         34.375       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000          0.000          0.000        247.235          2.274          0.618          0.000          0.000         20.519          2.147              0.000       1400.000          0.387          2.333          0.374          3.093       2432.734         20.445         34.375          0.000        341.402         34.375       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000          0.000          0.000
     03/11/1992         4          2.665              ?          0.000          0.000          0.000          0.000          0.000           0.000         81.000          0.000          1.000          1.000          1.000              ?          0.000          0.000          1.000              ?          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.809        246.652          2.270          0.583          0.000          0.000         21.069          1.521              0.000       1400.000          0.384          2.259          0.327          2.971       2432.701         20.540         34.435          0.000        341.403         34.435       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000          0.000          0.000        246.652          2.270          0.583          0.000          0.000         21.069          1.521              0.000       1400.000          0.384          2.259          0.327          2.971       2432.701         20.540         34.435          0.000        341.403         34.435       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000          0.000          0.000
     04/11/1992         5          3.000              ?          0.002          2.000          0.000          0.035          0.000           0.000        108.000          0.000          1.000          1.000          1.000              ?          1.000          0.998          1.000              ?          0.020          0.003          0.033          0.000          2.898              0.998              0.900              1.000              0.000              0.000          0.102              0.002              0.100              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.022              0.010              0.006              0.006              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.809        246.099          2.267          2.153          0.000          0.000         21.265          1.068              0.000       1400.000          0.382          2.182          0.283          2.846       2432.665         20.633         34.501          0.000        341.404         34.501       2832.049          1.025       2833.074             0.216          0.216          0.216          0.216          0.000          0.000        246.099          2.267          2.153          0.000          0.000         21.265          1.068              0.000       1400.000          0.382          2.182          0.283          2.846       2432.665         20.633         34.501          0.000        341.404         34.501       2832.049          1.025       2833.074             0.216          0.216          0.216          0.216          0.000          0.000
     05/11/1992         6          3.103              ?          0.010          2.010          0.000          0.053          0.000           0.000        135.000          0.001          1.000          1.000          1.000              ?          1.000          1.000          1.000              ?          0.020          0.022          0.032          0.000          2.916              1.006              0.910              1.000              0.000              0.000          0.104              0.004              0.100              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.022              0.010              0.006              0.006              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.767        259.925          2.354          2.573          0.000          0.000         21.188          0.698              0.000       1400.000          0.379          2.112          0.247          2.738       2432.635         20.760         34.554          0.000        341.406         34.554       2832.092          0.983       2833.075             0.217          0.000          0.216          0.216         -0.043          0.043        259.925          2.354          2.573          0.000          0.000         21.188          0.698              0.000       1400.000          0.379          2.112          0.247          2.738       2432.635         20.760         34.554          0.000        341.406         34.554       2832.092          0.983       2833.075             0.217          0.000          0.216          0.216         -0.043          0.043
     06/11/1992         7          3.174              ?          0.013          2.128          0.000          0.064          0.000           0.000        162.000          0.018          1.000          1.000          1.000              ?          1.000          0.999          1.000              ?          0.018          0.023          0.040          0.000          3.150              1.122              1.027              1.001              0.000              0.000          0.106              0.006              0.100              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.022              0.010              0.006              0.006              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.731        273.769          2.428          5.740          0.000          0.000         21.107          0.499              0.000       1400.000          0.377          2.051          0.218          2.646       2432.605         20.863         34.606          0.000        341.407         34.606       2832.127          0.947       2833.074             0.216         -0.000          0.216          0.216         -0.036          0.035        273.769          2.428          5.740          0.000          0.000         21.107          0.499              0.000       1400.000          0.377          2.051          0.218          2.646       2432.605         20.863         34.606          0.000        341.407         34.606       2832.127          0.947       2833.074             0.216         -0.000          0.216          0.216         -0.036          0.035
     07/11/1992         8          3.251              ?          0.019          2.295          0.000          0.072          0.000           0.000        189.000          0.047          1.000          1.000          1.000              ?          1.000          0.999          1.000              ?          0.015          0.027          0.040          0.000          3.481              1.286              1.191              1.004              0.000              0.000          0.108              0.008              0.100              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.022              0.010              0.006              0.006              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.002              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.706        269.996          2.398          3.743          0.000          0.000         21.077          0.370              0.000       1400.000          0.375          1.991          0.193          2.559       2432.574         20.948         34.662          0.000        341.409         34.662       2832.153          0.922       2833.075             0.216          0.000          0.216          0.216         -0.025          0.025        269.996          2.398          3.743          0.000          0.000         21.077          0.370              0.000       1400.000          0.375          1.991          0.193          2.559       2432.574         20.948         34.662          0.000        341.409         34.662       2832.153          0.922       2833.075             0.216          0.000          0.216          0.216         -0.025          0.025
     08/11/1992         9          3.338              ?          0.026          2.548          0.000          0.081          0.000           0.000        216.000          0.099          1.000          1.000          1.000              ?          1.000          0.998          1.000              ?          0.013          0.028          0.040          0.000          3.984              1.537              1.440              1.008              0.000              0.000          0.111              0.011              0.100              0.000              0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.022              0.010              0.006              0.006              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.011              0.000              0.000              0.000          1.000          1.000           1.000          1.000              ?               ?              ?              ?              ?              ?              ?              ?              ?          0.000          0.000          0.000           0.000            0.000          0.000              ?              ?              ?              ?              ?               ?              ?          0.690        268.490          2.385          1.455          0.000          0.000         21.069          0.308              0.000       1400.000          0.373          1.935          0.171          2.479       2432.544         21.014         34.720          0.000        341.411         34.720       2832.168          0.906       2833.074             0.216         -0.000          0.216          0.216         -0.016          0.015        268.490          2.385          1.455          0.000          0.000         21.069          0.308              0.000       1400.000          0.373          1.935          0.171          2.479       2432.544         21.014         34.720          0.000        341.411         34.720       2832.168          0.906       2833.074             0.216         -0.000          0.216          0.216         -0.016          0.015
