ApsimVersion = 6.1
Title = south plots
year,month,day,day_month,period,sw_dep(1),sw_dep(2),sw_dep(3),sw_dep(4),sw_dep(5),sw_dep(6),sw_dep(7),sw_dep(8),sw_dep(9),sw_dep(10),sw_dep(11),sw_dep(12),sw_dep(13),sw_dep(14),sw_dep(15),sw_dep(16),sw_dep(17),sw_dep(18),sw_dep(19),sw_dep(20),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),no3(16),no3(17),no3(18),no3(19),no3(20),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),nh4(16),nh4(17),nh4(18),nh4(19),nh4(20),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,W_ep,L_ep,C_ep,swdep,es,runoff,drain,eo,h,drain_25,drain_90,leach_25,leach_90,cum_rain,cum_et,cum_drain,cum_e,cum_t,no3(),nh4(),nit_tot(),leach_no3,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,C_dlt_n_fixed,W_plantn,W_topsn,L_biomass_n,L_n_uptake,C_biomass_n,C_n_uptake,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,drain180
(year),(month),(day),(day),(?),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(?),(?),(?),(?),(?),(?),(?),(?),(?),(?),(?),(?),(?),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(?),(?),(?),(?),(?),(?),(?),(?),(?),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(m^2/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(?),(?),(?),(?),(?),(?),(?),(?),(ppm),(ppm),(ppm),(ppm),(?)
1992,12,363,28,0.000000,1.385394,5.221516,10.076522,18.867112,22.005697,24.977738,38.981926,56.159060,60.634214,63.651872,62.542954,66.928194,67.022339,64.552958,67.045134,64.566882,65.770151,67.002042,50.252459,16.750845,0.000000,0.000000,0.340032,0.424541,0.791508,1.067745,1.332521,2.103357,1.832135,3.326661,1.965170,1.785984,1.782306,1.943478,1.781677,1.938841,1.855481,1.767006,1.322042,0.440551,0.000000,0.000000,0.005884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013743,0.012106,0.013612,0.016347,0.021060,0.021950,0.027102,0.028555,0.029540,0.023356,0.007910,0.764570,6.211200,0.005880,0.000000,35.550541,172.441528,290.462463,1.160330,4.899380,0.005880,0.000000,46.553391,131.121567,5.600000,0.000000,0.000000,0.000000,894.395011,5.837524,0.000000,0.542612,78.506493,0.000000,-0.012620,-0.771270,0.005860,-0.051800,5.600000,5.837520,0.542630,5.837520,0.000000,27.801035,0.221164,6440.493652,0.013054,0.000000,147.247055,47.259052,6217.964844,0.003445,-7.122962,56.011162,9801.952148,0.992561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.202140,-1.201170,-2.199670,0.113340,0.001960,27.809629,96.115578,1305.801880,2.250166,3.596833,3.418304,3.021618,0.483090
1993,1,12,12,0.000000,2.322383,9.635942,14.431728,18.812577,22.010228,24.956615,39.013856,56.424202,60.775382,63.350788,62.275030,66.723233,66.904601,64.493532,67.023987,64.553157,65.756385,66.991683,50.247527,16.749357,0.000000,0.067811,0.029452,0.036987,0.332565,0.668488,1.172845,1.957213,1.830730,3.283621,1.995630,1.808263,1.806649,1.960121,1.817577,1.962868,1.889543,1.803697,1.348443,0.449427,0.000000,0.187525,0.103896,0.000000,0.000000,0.000000,0.001253,0.000000,0.000052,0.002449,0.001839,0.001767,0.001870,0.002194,0.002139,0.002537,0.002627,0.002705,0.002146,0.000728,0.134250,5.046480,0.291420,0.001280,45.202629,172.792587,289.641357,0.300530,3.964830,0.291420,0.001250,56.207741,131.399780,15.900000,0.000000,0.000000,0.000000,903.452193,6.263285,0.000000,0.580669,94.789116,0.000000,-0.026780,-1.207100,-0.012160,-0.096800,21.500000,12.100810,1.123290,12.100810,0.000000,26.221928,0.315726,6441.608887,0.015474,0.000000,153.786102,44.158169,6217.127441,0.002191,1.235822,54.877174,9603.504883,0.991785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.748510,-1.304430,-2.631000,0.077630,0.222160,27.718941,97.047531,1305.611450,0.196605,1.510955,3.006226,3.012289,0.938920
1993,1,27,27,0.000000,1.381690,7.433720,14.459226,18.826355,22.013874,24.940497,39.092679,56.622266,60.799902,63.186416,62.094595,66.557677,66.772835,64.393965,66.968257,64.517191,65.736018,66.978270,50.239398,16.746738,0.000000,0.031114,0.032176,0.038628,0.403502,0.700057,1.306426,2.034014,1.893784,3.253990,2.018509,1.821117,1.817567,1.959327,1.834155,1.964522,1.898989,1.815072,1.354949,0.451548,0.000000,0.085784,0.108838,0.000000,0.045992,0.029745,0.032854,0.016297,0.005842,0.003739,0.001667,0.001571,0.001614,0.001820,0.001691,0.001897,0.001845,0.001788,0.001357,0.000454,0.101920,5.390890,0.194620,0.127810,42.100990,173.069260,289.011475,0.303670,4.242250,0.217620,0.101890,53.107929,131.662369,3.200000,0.000000,0.000000,0.000000,899.761570,5.926535,0.000000,0.574675,97.458733,0.000000,-0.041030,-1.510340,-0.026400,-0.134860,24.700001,18.416969,1.697960,18.027340,0.389630,26.629444,0.344795,6443.000488,0.015457,0.000000,158.713104,41.543861,6215.768555,0.000518,3.773998,53.483566,9359.623047,0.990719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.475530,-1.079000,-2.579890,0.041840,0.122060,27.399710,98.866798,1305.322266,0.205181,1.832943,3.341869,3.114781,1.277830
1993,2,42,11,0.000000,1.822563,8.160310,14.406412,18.837400,22.001975,24.930874,39.190625,56.749812,60.802571,63.073172,61.961020,66.426740,66.655397,64.289247,66.897012,64.461546,65.701259,66.955704,50.226297,16.742553,0.000000,0.043452,0.032945,0.038356,0.466985,0.958420,1.606186,2.234581,1.996227,3.238345,2.041951,1.835091,1.828897,1.959036,1.849603,1.966380,1.907439,1.825534,1.360860,0.453453,0.000000,0.119922,0.106990,0.000000,0.094699,0.058237,0.044655,0.024924,0.009389,0.004584,0.001694,0.001584,0.001620,0.001819,0.001683,0.001882,0.001823,0.001759,0.001331,0.000445,0.114750,6.264290,0.226910,0.227210,43.226681,173.274567,288.517609,0.348250,5.032680,0.274260,0.175170,54.227669,131.872299,6.800000,0.000000,0.000000,0.000000,900.292488,5.002939,0.000000,0.565413,98.282799,0.000000,-0.055260,-1.746340,-0.047800,-0.168180,31.500000,24.121000,2.263380,23.030279,1.090750,27.643745,0.479040,6443.956543,0.015277,0.000000,162.137527,39.272018,6214.423340,0.000000,4.183536,52.308315,9153.953125,0.989714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.922120,-0.887980,-2.424170,0.054430,0.155590,26.992960,100.380577,1305.092041,0.203618,2.122468,4.098392,3.283129,1.537030
1993,2,57,26,0.000000,7.117861,14.357571,19.176056,26.044411,22.809729,24.874476,39.285530,56.833691,60.801259,62.987638,61.855861,66.319857,66.553463,64.190610,66.822618,64.396255,65.655226,66.922856,50.206159,16.736058,0.062807,0.060363,0.034796,0.036798,0.199603,0.298631,1.933486,2.462339,2.108494,3.229252,2.064546,1.849140,1.840033,1.959053,1.864074,1.968213,1.915252,1.835511,1.366595,0.455299,0.120508,0.166825,0.152572,0.020655,0.124541,0.058771,0.042246,0.029974,0.011407,0.005680,0.001773,0.001641,0.001665,0.001856,0.001708,0.001902,0.001836,0.001766,0.001334,0.000446,0.194760,5.948310,0.460560,0.261240,66.695900,174.204056,288.117462,0.294570,4.794260,0.522830,0.193260,78.100761,132.398560,37.800003,0.000000,0.000000,0.000000,923.947184,6.637577,0.000000,0.550863,80.997177,0.000000,1.031500,-1.938810,-0.059740,-0.197410,69.300003,37.715771,2.814240,29.667860,8.047930,27.544287,0.749105,6444.050293,0.014951,0.000000,165.587936,37.204868,6212.964355,0.000382,7.133416,50.230396,8790.316406,0.987663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.815610,-0.582510,-2.171450,0.134770,0.338190,26.594690,102.120728,1304.729248,0.141290,0.875078,4.921623,3.467846,1.744050
1993,3,72,13,0.000000,3.855924,9.961069,16.285490,24.213425,22.953431,24.748582,39.359992,56.891450,60.799142,62.919880,61.769829,66.230196,66.464615,64.100389,66.750247,64.328041,65.602783,66.882106,50.179552,16.727380,0.039149,0.071394,0.050542,0.050935,0.206779,0.184314,2.202614,2.711307,2.229527,3.227831,2.087464,1.864156,1.851861,1.960344,1.878546,1.970937,1.923256,1.845650,1.372572,0.457222,0.062821,0.197494,0.188283,0.022060,0.151735,0.069253,0.049747,0.029404,0.011349,0.005317,0.001678,0.001561,0.001589,0.001780,0.001643,0.001836,0.001776,0.001713,0.001296,0.000433,0.212020,6.419780,0.470660,0.305810,54.315910,174.353027,287.784088,0.315410,5.201620,0.546530,0.224270,65.792633,132.476746,4.800000,0.000000,0.000000,0.000000,911.023523,7.562516,0.000000,0.530625,80.127869,0.000000,1.781260,-2.099750,-0.066570,-0.223100,74.099998,54.908829,3.344880,37.230358,17.678471,28.186396,0.802769,6445.933105,0.014467,0.000000,170.742294,34.773594,6211.425781,0.000076,10.103533,46.907181,8208.753906,0.983500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.262529,-0.141200,-1.840240,0.127390,0.323080,26.095551,104.969437,1304.325684,0.210357,0.900863,5.596072,3.667037,1.915410
1993,3,87,28,0.000000,6.452746,12.965926,18.219015,21.253431,21.476169,24.092857,39.354117,56.923555,60.795654,62.864394,61.697564,66.153411,66.386432,64.018387,66.681742,64.260381,65.547546,66.836461,50.148341,16.717122,0.059213,0.060748,0.037978,0.057223,0.250940,0.170746,0.168122,2.924643,2.351853,3.228724,2.110135,1.879541,1.863838,1.962324,1.892645,1.974081,1.931090,1.855581,1.378503,0.459129,0.120113,0.167896,0.165235,0.010757,0.145971,0.063325,0.045237,0.031470,0.012114,0.005443,0.001726,0.001596,0.001618,0.001804,0.001660,0.001850,0.001786,0.001719,0.001300,0.000434,0.215160,4.690380,0.464000,0.292060,58.891121,172.244522,287.499634,0.340630,3.388980,0.536990,0.213020,69.629204,131.108612,16.799999,0.000000,0.000000,0.000000,912.845251,4.133918,0.000000,0.506358,71.324669,0.000000,1.804140,-2.236650,-0.075100,-0.245460,90.900002,69.381401,3.851230,41.364269,28.017130,26.617058,0.783056,6443.789551,0.013871,0.000000,173.704163,32.548962,6210.135742,0.000000,5.019909,45.606041,7981.052734,0.981510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.757919,0.221660,-1.513570,0.132620,0.343090,25.655899,106.785454,1304.155396,0.269241,1.168458,0.427204,3.868456,2.061270
1993,3,90,31,0.000000,3.870039,10.725381,16.516008,21.220163,21.437622,24.071994,39.355341,56.926216,60.794387,62.854399,61.684434,66.139324,66.371895,64.002902,66.668559,64.247080,65.536382,66.826974,50.141720,16.714939,0.051054,0.084298,0.053405,0.059230,0.251077,0.167590,0.151631,2.953154,2.372466,3.227701,2.114226,1.882324,1.865955,1.962513,1.895198,1.974543,1.932461,1.857398,1.379585,0.459477,0.019102,0.105720,0.184941,0.014898,0.131061,0.056040,0.045035,0.033029,0.012660,0.005640,0.001783,0.001642,0.001658,0.001843,0.001691,0.001879,0.001810,0.001739,0.001312,0.000438,0.247990,4.709690,0.324660,0.271500,52.331589,172.188370,287.447235,0.373530,3.397910,0.390190,0.199630,63.050400,131.072357,0.000000,0.000000,0.000000,0.000000,906.105761,2.973003,0.000000,0.098158,13.472303,0.000000,1.804020,-2.261670,-0.077110,-0.249570,90.900002,76.022743,3.949390,44.337269,31.685459,26.695284,0.623921,6443.978027,0.002697,0.000000,174.615067,32.112537,6209.931152,0.000000,1.357673,2.158852,377.798798,0.172130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.705589,0.285020,-1.461470,0.153150,0.186470,25.508530,107.372551,1304.119629,0.279122,1.171197,0.385287,3.902442,2.088000
1993,4,91,1,1.000000,2.439948,9.920483,16.130187,21.200214,21.422196,24.062369,39.355060,56.926951,60.793917,62.851134,61.680144,66.134713,66.367124,63.997805,66.664204,64.242668,65.532659,66.823793,50.139492,16.714204,0.009365,0.102685,0.066485,0.060711,0.249385,0.165742,0.148099,2.962299,2.379215,3.227337,2.115573,1.883242,1.866650,1.962570,1.896036,1.974690,1.932907,1.857992,1.379939,0.459591,0.000000,0.079257,0.166472,0.017104,0.127132,0.054321,0.045147,0.033377,0.012784,0.005684,0.001797,0.001653,0.001668,0.001853,0.001699,0.001887,0.001816,0.001744,0.001316,0.000440,0.239250,4.715130,0.262830,0.266370,49.690830,172.163544,287.430084,0.363940,3.400830,0.326400,0.196410,60.401932,131.055481,0.000000,0.000000,0.000000,0.000000,903.399263,1.693428,0.000000,0.032484,3.644962,0.000000,-0.000040,-0.008190,-0.000660,-0.001340,0.000000,2.674090,0.032480,1.693430,0.980660,26.700514,0.557150,6443.983887,0.000893,0.000000,174.908051,31.948807,6209.868652,0.000000,0.263900,2.062513,360.939575,0.165122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.833441,0.307670,-1.443930,0.134210,0.134750,25.433290,107.599762,1304.114136,0.286369,1.164145,0.376316,3.913574,0.008750
