Summary_file = roma800.sum
Title = Roma 800mm wet soil
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        55      1958          0.000       3418.315       1241.668        166.716
        47      1959          0.000       5585.229       2179.581        203.657
        51      1960          0.000       3162.613       1048.332        139.471
        49      1961          0.000       2697.771        935.324        104.345
        46      1962          0.000       5098.521       2032.790        185.334
        48      1963          0.000       4603.291       1833.589        164.646
        50      1964          0.000       2492.230        771.870        118.981
        52      1965          0.000       2506.007        597.819        117.309
        48      1966          0.000       3547.969       1416.328        133.215
        49      1967          0.000       3865.105       1457.676        161.793
        48      1968          0.000       4618.946       1845.372        167.404
        50      1969          0.000       3137.697        805.856        145.320
        49      1970          0.000       3116.295       1227.053        128.568
        47      1971          0.000       5062.508       1973.151        209.166
        49      1972          0.000       4687.916       1727.103        178.267
        50      1973          0.000       3940.897       1343.269        162.295
        44      1974          0.000       4458.892       1774.479        143.211
        49      1975          0.000       2954.398        759.354        125.278
        46      1976          0.000       4182.297       1630.236        128.784
        49      1977          0.000       4976.497       1936.717        206.690
        48      1978          0.000       4872.682       1943.695        184.208
        48      1979          0.000       3734.301       1395.962        149.845
        53      1980          0.000       3430.800       1351.864        147.284
        47      1981          0.000       4503.501       1769.855        169.873
        50      1982          0.000       4762.989       1793.804        193.210
        51      1983          0.000       3334.640        922.181        143.298
        46      1984          0.000       5286.518       2111.880        174.833
        50      1985          0.000       3435.477        962.664        163.284
        51      1986          0.000       2510.535        700.583        114.877
        49      1987          0.000       4143.736       1547.995        181.237
        50      1988          0.000       3092.764       1084.510        134.134
        48      1989          0.000       2956.593       1057.820        119.062
        51      1990          0.000       2760.353        745.665        132.546
        46      1991          0.000       4078.587       1624.080        154.923
        50      1992          0.000       3015.649       1088.792        144.743
        48      1993          0.000       2585.846        743.596        105.979
        51      1994          0.000       2862.320       1139.891        122.250
        49      1995          0.000       3691.720       1428.861        142.559
        49      1996          0.000       5648.679       2255.948        196.252
        46      1997          0.000       3791.349       1514.713        135.893
        49      1998          0.000       3266.627       1210.343        130.084
        47      1999          0.000       4451.888       1740.578        170.634
        49      2000          0.000       5152.190       1972.380        178.717
        48      2001          0.000       3201.630       1243.041        126.970
        50      2002          0.000       3909.741       1469.339        171.523
