Summary_file = test3.sum
Title = Test sowing next day after out
       day      year            lai        biomass  green_biomass
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)
       130      1988          0.000          0.000          0.000
       131      1988          0.000          0.000          0.000
       132      1988          0.000          0.000          0.000
       133      1988          0.000          0.000          0.000
       134      1988          0.000          0.000          0.000
       135      1988          0.000          0.000          0.000
       136      1988          0.000          0.000          0.000
       137      1988          0.003         50.000         50.000
       138      1988          0.003         50.068         50.068
       139      1988          0.003         50.166         50.166
       140      1988          0.003         50.313         50.313
       141      1988          0.004         50.428         50.428
       142      1988          0.004         50.543         50.543
       143      1988          0.004         50.708         50.708
       144      1988          0.005         50.911         50.911
       145      1988          0.005         51.117         51.117
       146      1988          0.006         51.328         51.328
       147      1988          0.006         51.612         51.612
       148      1988          0.007         51.932         51.932
       149      1988          0.008         52.237         52.237
       150      1988          0.009         52.582         52.582
       151      1988          0.010         52.948         52.948
       152      1988          0.011         53.362         53.362
       153      1988          0.011         53.731         53.731
       154      1988          0.013         54.183         54.183
       155      1988          0.014         54.667         54.667
       156      1988          0.014         54.925         54.925
       157      1988          0.015         55.312         55.312
       158      1988          0.017         55.850         55.850
       159      1988          0.018         56.559         56.559
       160      1988          0.020         57.257         57.257
       161      1988          0.022         58.069         58.069
       162      1988          0.024         59.118         59.118
       163      1988          0.026         60.095         60.095
       164      1988          0.028         60.955         60.955
       165      1988          0.030         61.985         61.985
       166      1988          0.031         63.154         63.154
       167      1988          0.033         64.467         64.467
       168      1988          0.036         65.733         65.733
       169      1988          0.038         67.140         67.140
       170      1988          0.040         68.882         68.882
       171      1988          0.042         70.472         70.472
       172      1988          0.044         72.206         72.206
       173      1988          0.049         74.218         74.218
       174      1988          0.053         76.086         76.086
       175      1988          0.058         78.142         78.142
       176      1988          0.064         80.415         80.415
       177      1988          0.070         82.990         82.990
       178      1988          0.076         85.780         85.780
       179      1988          0.085         89.581         89.581
       180      1988          0.094         93.195         93.195
       181      1988          0.102         96.491         96.491
       182      1988          0.110        100.088        100.088
       183      1988          0.120        104.143        104.143
       184      1988          0.128        107.585        107.585
       185      1988          0.134        110.143        110.143
       186      1988          0.140        112.997        112.997
       187      1988          0.149        116.655        116.655
       188      1988          0.164        123.241        123.241
       189      1988          0.178        129.056        129.056
       190      1988          0.194        135.857        135.857
       191      1988          0.213        144.244        144.244
       192      1988          0.231        151.979        151.979
       193      1988          0.242        156.683        156.683
       194      1988          0.257        163.059        163.059
       195      1988          0.280        173.164        173.164
       196      1988          0.305        184.325        184.325
       197      1988          0.334        196.862        196.862
       198      1988          0.362        209.514        209.514
       199      1988          0.398        225.607        225.607
       200      1988          0.433        240.970        240.970
       201      1988          0.471        258.382        258.382
       202      1988          0.516        278.810        278.810
       203      1988          0.555        296.552        296.552
       204      1988          0.589        312.201        312.201
       205      1988          0.629        330.607        330.438
       206      1988          0.667        348.656        348.329
       207      1988          0.717        373.186        372.660
       208      1988          0.783        408.258        407.228
       209      1988          0.827        432.261        430.759
       210      1988          0.872        460.512        458.501
       211      1988          0.922        487.570        484.988
       212      1988          0.983        524.791        521.465
       213      1988          1.036        562.639        558.607
       214      1988          1.089        600.746        595.956
       215      1988          1.149        642.070        636.269
       216      1988          1.215        691.838        684.786
       217      1988          1.281        741.810        733.428
       218      1988          1.349        790.577        780.731
       219      1988          1.413        835.328        824.175
       220      1988          1.450        867.836        855.980
       221      1988          1.485        899.156        886.626
       222      1988          1.517        931.708        918.527
       223      1988          1.555        972.107        958.135
       224      1988          1.607       1027.557       1012.472
       225      1988          1.658       1082.071       1065.825
       226      1988          1.708       1137.152       1119.731
       227      1988          1.760       1195.135       1176.436
       228      1988          1.814       1255.697       1235.594
       229      1988          1.876       1328.276       1306.398
       230      1988          1.939       1402.449       1378.220
       231      1988          2.011       1470.818       1443.771
       232      1988          2.080       1541.503       1511.601
       233      1988          2.147       1625.961       1592.484
       234      1988          2.218       1704.472       1665.553
       235      1988          2.273       1753.632       1709.157
       236      1988          2.308       1812.855       1763.263
