APSIM output file, version = 5.3
Title = south plots
           year          month            day      day_month          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)         sw(12)         sw(13)         sw(14)         sw(15)         sw(16)         sw(17)         sw(18)         sw(19)         sw(20)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)      no3ppm(8)      no3ppm(9)     no3ppm(10)     no3ppm(11)     no3ppm(12)     no3ppm(13)     no3ppm(14)     no3ppm(15)     no3ppm(16)     no3ppm(17)     no3ppm(18)     no3ppm(19)     no3ppm(20)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)      nh4ppm(8)      nh4ppm(9)     nh4ppm(10)     nh4ppm(11)     nh4ppm(12)     nh4ppm(13)     nh4ppm(14)     nh4ppm(15)     nh4ppm(16)     nh4ppm(17)     nh4ppm(18)     nh4ppm(19)     nh4ppm(20)
         (year)        (month)          (day)          (day)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (cc/cc)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)
           1993              3             62              3          0.266          0.268          0.247          0.254          0.231          0.248          0.262          0.284          0.304          0.315          0.309          0.331          0.333          0.321          0.334          0.322          0.328          0.335          0.335          0.335          0.238          0.104          0.037          0.029          0.125          0.144          0.954          0.848          0.659          0.984          0.636          0.622          0.619          0.597          0.627          0.600          0.613          0.617          0.612          0.612          0.385          0.287          0.155          0.016          0.091          0.048          0.022          0.010          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              4             91              1          0.098          0.198          0.215          0.212          0.214          0.241          0.262          0.285          0.304          0.314          0.308          0.331          0.332          0.320          0.333          0.321          0.328          0.334          0.334          0.334          0.027          0.149          0.057          0.039          0.161          0.121          0.070          0.987          0.730          0.984          0.649          0.632          0.626          0.598          0.636          0.602          0.618          0.623          0.617          0.617          0.000          0.115          0.143          0.011          0.082          0.040          0.021          0.011          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              4            110             20          0.051          0.100          0.186          0.205          0.208          0.235          0.262          0.285          0.304          0.314          0.308          0.330          0.331          0.320          0.333          0.321          0.327          0.334          0.334          0.334          0.028          0.019          0.361          0.121          0.214          0.156          0.092          1.058          0.773          0.984          0.657          0.638          0.631          0.599          0.642          0.603          0.621          0.628          0.621          0.620          0.000          0.003          0.283          0.042          0.070          0.037          0.020          0.011          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              5            126              6          0.050          0.076          0.184          0.205          0.208          0.236          0.262          0.284          0.304          0.314          0.308          0.330          0.331          0.319          0.333          0.320          0.327          0.334          0.334          0.334          0.052          0.065          0.629          0.285          0.454          0.351          0.249          1.106          0.806          0.984          0.664          0.644          0.635          0.600          0.646          0.604          0.623          0.631          0.623          0.623          0.001          0.009          0.173          0.041          0.057          0.032          0.021          0.011          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              5            140             20          0.052          0.172          0.193          0.205          0.208          0.237          0.262          0.284          0.304          0.314          0.308          0.330          0.331          0.319          0.332          0.320          0.327          0.333          0.334          0.334          0.000          0.033          0.128          0.434          0.635          0.499          0.368          1.141          0.832          0.984          0.669          0.648          0.638          0.601          0.650          0.605          0.625          0.634          0.626          0.625          0.000          0.093          0.071          0.040          0.052          0.034          0.022          0.012          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              6            158              7          0.271          0.273          0.250          0.268          0.269          0.259          0.262          0.284          0.304          0.313          0.307          0.329          0.331          0.319          0.332          0.320          0.326          0.333          0.333          0.333          0.698          3.198          0.129          0.532          0.892          0.723          0.492          1.173          0.859          0.982          0.675          0.653          0.642          0.601          0.654          0.606          0.627          0.637          0.628          0.627          1.769         18.538          0.209          0.053          0.051          0.037          0.024          0.013          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              6            167             16          0.053          0.182          0.235          0.257          0.258          0.271          0.264          0.284          0.304          0.313          0.307          0.329          0.330          0.318          0.332          0.320          0.326          0.333          0.333          0.333          7.653          7.997          0.820          0.578          0.894          0.815          0.543          1.182          0.870          0.980          0.678          0.655          0.644          0.601          0.656          0.607          0.628          0.638          0.630          0.629          3.039          4.439          0.350          0.054          0.053          0.038          0.024          0.013          0.005          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              7            193             12          0.336          0.341          0.280          0.283          0.281          0.317          0.318          0.329          0.330          0.323          0.307          0.329          0.330          0.318          0.332          0.319          0.326          0.333          0.333          0.333          0.075          0.138          0.281          0.232          0.144          0.108          0.560          1.225          0.999          1.008          0.686          0.662          0.649          0.602          0.661          0.608          0.631          0.642          0.633          0.632          0.049          0.000          0.282          0.156          0.071          0.043          0.026          0.013          0.005          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              7            209             28          0.177          0.220          0.229          0.248          0.254          0.287          0.295          0.315          0.321          0.330          0.323          0.344          0.344          0.330          0.335          0.320          0.326          0.332          0.332          0.333          0.096          0.082          0.124          0.088          0.061          0.050          0.038          1.063          0.971          1.004          0.756          0.705          0.672          0.621          0.672          0.609          0.632          0.645          0.635          0.634          0.088          0.111          0.268          0.084          0.052          0.036          0.023          0.011          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              8            216              4          0.219          0.237          0.237          0.244          0.251          0.284          0.293          0.312          0.319          0.328          0.321          0.343          0.343          0.331          0.340          0.323          0.326          0.332          0.332          0.332          0.073          0.055          0.107          0.083          0.058          0.048          0.036          1.049          0.965          0.994          0.753          0.701          0.666          0.618          0.681          0.616          0.634          0.646          0.636          0.635          0.108          0.083          0.204          0.080          0.050          0.035          0.023          0.012          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              8            223             11          0.054          0.186          0.226          0.240          0.248          0.282          0.292          0.310          0.318          0.327          0.320          0.342          0.342          0.331          0.341          0.327          0.329          0.333          0.332          0.332          8.758          1.684          0.181          0.070          0.048          0.040          0.029          1.040          0.962          0.987          0.750          0.697          0.661          0.612          0.680          0.622          0.640          0.648          0.637          0.636        227.369          3.585          0.416          0.080          0.050          0.035          0.023          0.012          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              8            237             25          0.052          0.135          0.203          0.207          0.214          0.264          0.283          0.304          0.315          0.325          0.318          0.340          0.341          0.329          0.341          0.329          0.333          0.337          0.335          0.334          8.983          4.090          0.424          0.102          0.059          0.038          0.024          0.017          0.942          0.976          0.745          0.692          0.651          0.601          0.672          0.618          0.646          0.657          0.643          0.641        297.416          1.835          0.582          0.074          0.046          0.033          0.022          0.012          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              9            252              9          0.133          0.204          0.214          0.212          0.209          0.252          0.277          0.299          0.312          0.323          0.316          0.338          0.339          0.328          0.340          0.328          0.334          0.339          0.338          0.338         47.772         20.041          4.042          0.378          0.124          0.077          0.046          0.036          0.931          0.967          0.740          0.688          0.644          0.591          0.663          0.609          0.642          0.660          0.650          0.649         41.602         15.302          3.818          0.111          0.041          0.031          0.021          0.012          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993              9            265             22          0.054          0.173          0.206          0.213          0.210          0.244          0.272          0.295          0.311          0.321          0.315          0.337          0.338          0.327          0.339          0.328          0.334          0.339          0.339          0.339         30.453         17.921         11.472          2.417          0.324          0.148          0.091          0.077          0.925          0.964          0.739          0.686          0.640          0.584          0.657          0.602          0.637          0.657          0.648          0.647          4.863          1.629          2.472          0.111          0.038          0.029          0.020          0.012          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993             10            285             12          0.051          0.131          0.185          0.188          0.195          0.219          0.234          0.276          0.306          0.319          0.313          0.335          0.337          0.325          0.338          0.326          0.333          0.339          0.339          0.339         19.118         18.503         15.825          3.100          0.594          0.297          0.188          0.160          0.919          0.959          0.739          0.687          0.637          0.577          0.650          0.593          0.629          0.650          0.641          0.640          0.946          0.071          0.794          0.049          0.029          0.023          0.017          0.011          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993             10            299             26          0.054          0.177          0.191          0.183          0.191          0.216          0.230          0.270          0.305          0.317          0.312          0.334          0.336          0.324          0.337          0.326          0.332          0.338          0.338          0.338          5.778         11.009         15.707          3.318          0.698          0.354          0.222          0.175          0.920          0.957          0.739          0.689          0.637          0.574          0.647          0.589          0.624          0.646          0.637          0.635          0.000          0.073          0.413          0.034          0.024          0.021          0.015          0.011          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993             11            312              8          0.052          0.170          0.224          0.182          0.191          0.215          0.230          0.270          0.304          0.317          0.311          0.334          0.335          0.324          0.337          0.325          0.331          0.338          0.338          0.338          8.777          8.256         15.862          3.732          0.865          0.457          0.287          0.229          0.923          0.956          0.739          0.691          0.638          0.573          0.645          0.585          0.621          0.642          0.633          0.632          0.007          0.365          0.836          0.035          0.025          0.020          0.014          0.010          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1993             11            329             25          0.053          0.183          0.222          0.182          0.191          0.215          0.231          0.272          0.303          0.316          0.310          0.333          0.334          0.323          0.336          0.324          0.331          0.337          0.337          0.337         10.965         11.608         16.322          4.316          1.132          0.629          0.402          0.316          0.934          0.958          0.741          0.695          0.641          0.573          0.644          0.582          0.618          0.640          0.630          0.628          0.000          0.814          1.513          0.052          0.035          0.026          0.014          0.009          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1994              1             21             21          0.053          0.170          0.194          0.210          0.224          0.268          0.274          0.287          0.304          0.314          0.308          0.331          0.332          0.320          0.334          0.322          0.329          0.335          0.335          0.335          0.403          5.557          9.609          8.679          5.880          4.125          1.755          0.717          0.998          0.977          0.752          0.710          0.653          0.578          0.652          0.584          0.618          0.640          0.628          0.627          0.000          0.291          0.866          0.258          0.113          0.050          0.024          0.009          0.003          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1994              5            145             25          0.050          0.086          0.206          0.239          0.247          0.278          0.287          0.304          0.315          0.324          0.317          0.338          0.339          0.327          0.340          0.328          0.334          0.340          0.341          0.341          2.301          1.132          3.658          1.277          0.875          0.679          0.550          1.121          1.213          1.137          0.925          0.863          0.709          0.548          0.584          0.502          0.534          0.565          0.558          0.556          0.008          0.113          0.668          0.073          0.043          0.027          0.019          0.010          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1994              6            166             15          0.051          0.151          0.205          0.238          0.246          0.276          0.285          0.303          0.314          0.323          0.316          0.337          0.338          0.326          0.339          0.327          0.333          0.339          0.340          0.340          1.850          2.062          4.545          1.766          1.074          0.827          0.664          1.152          1.220          1.139          0.923          0.860          0.706          0.544          0.577          0.495          0.526          0.556          0.549          0.547          0.000          0.282          0.598          0.083          0.044          0.028          0.020          0.010          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1994              7            207             26          0.051          0.096          0.209          0.236          0.244          0.274          0.283          0.301          0.313          0.321          0.314          0.336          0.337          0.325          0.337          0.326          0.332          0.338          0.338          0.338          4.534          2.582          5.602          2.469          1.350          1.060          0.841          1.198          1.230          1.146          0.926          0.860          0.705          0.541          0.571          0.487          0.516          0.546          0.538          0.537          0.040          0.197          0.555          0.085          0.045          0.029          0.020          0.010          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1994              8            222             10          0.050          0.076          0.206          0.232          0.239          0.270          0.282          0.300          0.312          0.321          0.314          0.336          0.336          0.324          0.337          0.325          0.331          0.337          0.338          0.338          5.644          2.185          4.867          1.945          1.006          0.779          0.762          1.212          1.233          1.148          0.927          0.862          0.706          0.541          0.570          0.486          0.514          0.543          0.536          0.534          0.054          0.200          0.520          0.086          0.045          0.029          0.020          0.010          0.004          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1994              9            250              7          0.052          0.172          0.206          0.211          0.213          0.240          0.264          0.292          0.309          0.319          0.313          0.335          0.335          0.324          0.336          0.324          0.331          0.337          0.337          0.337          1.952          1.165          0.482          0.132          0.077          0.051          0.031          0.029          1.224          1.149          0.930          0.867          0.710          0.543          0.570          0.484          0.512          0.540          0.533          0.532          0.073          0.667          0.778          0.086          0.037          0.023          0.017          0.009          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1994             10            279              6          0.051          0.101          0.189          0.193          0.194          0.211          0.220          0.251          0.304          0.317          0.311          0.333          0.334          0.323          0.336          0.324          0.330          0.336          0.336          0.336          2.710          1.166          0.781          0.201          0.109          0.080          0.053          0.049          1.195          1.145          0.929          0.870          0.715          0.546          0.572          0.484          0.511          0.539          0.532          0.530          0.129          0.289          0.739          0.068          0.025          0.013          0.008          0.007          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
           1994             11            312              8          0.052          0.158          0.199          0.183          0.183          0.202          0.212          0.240          0.295          0.314          0.309          0.332          0.333          0.321          0.335          0.323          0.329          0.335          0.336          0.336          2.335          3.958          3.321          0.727          0.288          0.198          0.119          0.149          1.143          1.142          0.928          0.873          0.721          0.550          0.576          0.486          0.512          0.540          0.532          0.531          0.596          0.747          0.980          0.049          0.015          0.009          0.004          0.004          0.003          0.002          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001          0.001
