Summary_file = csu-S09.sum
Title = south plots
year,month,day,day_month,period,sw_dep(1),sw_dep(2),sw_dep(3),sw_dep(4),sw_dep(5),sw_dep(6),sw_dep(7),sw_dep(8),sw_dep(9),sw_dep(10),sw_dep(11),sw_dep(12),sw_dep(13),sw_dep(14),sw_dep(15),sw_dep(16),sw_dep(17),sw_dep(18),sw_dep(19),sw_dep(20),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),no3(16),no3(17),no3(18),no3(19),no3(20),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),nh4(16),nh4(17),nh4(18),nh4(19),nh4(20),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,W_ep,L_ep,C_ep,swdep,es,runoff,drain,eo,h,drain_25,drain_90,leach_25,leach_90,cum_rain,cum_ET,cum_drain,cum_E,cum_T,no3(),nh4(),nit_tot(),leach_no3,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,C_dlt_n_fixed,W_plantn,W_topsn,L_biomass_n,L_n_uptake,C_biomass_n,C_n_uptake,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,drain180
(year),(month),(day),(day),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(),(),(),(),(),(),(),(),(),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(),(),(),(),(),(),(),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(m^2/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(),(),(),(),(),(),(),(),(ppm),(ppm),(ppm),(ppm),()
1992,12,363,28,0.000000,1.347041,5.133664,10.074681,18.867009,22.005697,24.977738,38.981926,56.159060,60.634214,63.651872,62.542954,66.928194,67.022339,64.552958,67.045134,64.566882,65.770151,67.002042,50.252459,16.750845,0.000000,0.000000,0.348938,0.425319,0.791580,1.067810,1.332569,2.103405,1.832151,3.326646,1.965157,1.785970,1.782290,1.943458,1.781657,1.938820,1.855460,1.766986,1.322028,0.440546,0.000000,0.000000,0.005884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013758,0.012117,0.013625,0.016362,0.021078,0.021968,0.027122,0.028574,0.029558,0.023369,0.007914,0.774257,6.211440,0.005884,0.000000,35.422394,172.441528,290.462463,1.170047,4.899574,0.005884,0.000000,46.425243,131.121567,5.600000,0.000000,0.000000,0.000000,894.266860,5.965731,0.000000,0.542612,86.534317,0.000000,-0.012625,-0.771282,0.005861,-0.051807,5.600000,5.965731,0.542611,5.965731,0.000000,27.810791,0.221329,6440.483887,0.013054,0.000000,147.208450,47.278202,6217.964844,0.003445,-7.136482,56.020992,9803.673828,0.992567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.188404,-1.201186,-2.199636,0.116313,0.001961,27.828503,96.082695,1305.801880,2.254298,3.597158,3.418429,3.021646,0.483085
1993,1,12,12,0.000000,1.949102,9.546971,14.230375,18.812055,22.010226,24.956615,39.013856,56.424202,60.775381,63.350787,62.275030,66.723233,66.904601,64.493532,67.023987,64.553157,65.756385,66.991683,50.247527,16.749357,0.000000,0.066185,0.026839,0.036982,0.332591,0.668517,1.172845,1.957216,1.830730,3.283610,1.995622,1.808255,1.806641,1.960112,1.817569,1.962860,1.889535,1.803689,1.348437,0.449425,0.000000,0.183005,0.094222,0.000000,0.000000,0.000000,0.001245,0.000000,0.000050,0.002449,0.001840,0.001768,0.001871,0.002196,0.002141,0.002540,0.002630,0.002708,0.002149,0.000729,0.130006,5.046534,0.277227,0.001270,44.538506,172.792587,289.641357,0.296301,3.964874,0.277227,0.001245,55.543617,131.399780,15.900000,0.000000,0.000000,0.000000,902.788063,6.799250,0.000000,0.580669,105.412506,0.000000,-0.026804,-1.207111,-0.012150,-0.096824,21.500000,12.764980,1.123279,12.764980,0.000000,26.217661,0.301543,6441.550293,0.015474,0.000000,153.684113,44.203964,6217.143066,0.002191,1.090261,54.936180,9613.832031,0.991827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.610557,-1.314982,-2.631383,0.075131,0.214412,27.746811,96.983963,1305.618774,0.196588,1.511076,3.006228,3.012289,0.938912
1993,1,27,27,0.000000,1.339229,7.279609,14.253899,18.825648,22.013869,24.940497,39.092679,56.622266,60.799902,63.186416,62.094595,66.557677,66.772835,64.393965,66.968257,64.517191,65.736018,66.978270,50.239398,16.746738,0.000000,0.028460,0.029146,0.038619,0.403478,0.700000,1.306306,2.033889,1.893728,3.253952,2.018491,1.821100,1.817550,1.959309,1.834139,1.964506,1.898974,1.815059,1.354939,0.451545,0.000000,0.078448,0.098403,0.000000,0.045981,0.029729,0.032834,0.016278,0.005836,0.003740,0.001668,0.001571,0.001615,0.001821,0.001691,0.001898,0.001846,0.001788,0.001358,0.000454,0.096225,5.390537,0.176851,0.127740,41.698383,173.069260,289.011475,0.297964,4.241934,0.199841,0.101832,52.705318,131.662369,3.200000,0.000000,0.000000,0.000000,899.358958,5.702643,0.000000,0.574675,108.256523,0.000000,-0.041106,-1.510347,-0.026399,-0.134890,24.700001,18.819635,1.697952,18.467623,0.352012,26.623186,0.326959,6442.859375,0.015457,0.000000,158.403473,41.681988,6215.822754,0.000518,3.571445,53.625191,9384.410156,0.990834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.179643,-1.111552,-2.580170,0.038175,0.111249,27.458242,98.680779,1305.346313,0.205142,1.832837,3.341563,3.114688,1.277799
1993,2,42,11,0.000000,1.577487,8.065377,14.207196,18.836872,22.003585,24.930876,39.190625,56.749812,60.802571,63.073172,61.961020,66.426740,66.655397,64.289247,66.897012,64.461546,65.701259,66.955704,50.226297,16.742553,0.000000,0.041739,0.030725,0.038345,0.519901,0.958635,1.605939,2.234284,1.996091,3.238276,2.041923,1.835066,1.828871,1.959008,1.849578,1.966355,1.907416,1.825512,1.360845,0.453448,0.000000,0.115177,0.095716,0.000000,0.093358,0.058220,0.044635,0.024920,0.009387,0.004584,0.001694,0.001585,0.001620,0.001819,0.001683,0.001883,0.001824,0.001759,0.001331,0.000445,0.110809,6.316804,0.210893,0.225827,42.686932,173.276184,288.517609,0.370759,5.058808,0.257572,0.174454,53.688725,131.873108,6.800000,0.000000,0.000000,0.000000,899.754347,5.244081,0.000000,0.565413,109.106186,0.000000,-0.055387,-1.746336,-0.048054,-0.168194,31.500002,24.659166,2.263366,23.711702,0.947461,27.691956,0.461643,6443.684570,0.015277,0.000000,161.644562,39.370735,6214.515625,0.000000,3.739875,52.635742,9211.255859,0.990005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.285474,-0.970651,-2.425747,0.051981,0.147082,26.988899,100.058067,1305.131592,0.203565,2.362801,4.097763,3.282906,1.536998
1993,2,57,26,0.000000,7.033057,14.179284,19.059300,25.934822,22.707383,24.868188,39.285504,56.833691,60.801259,62.987638,61.855861,66.319857,66.553463,64.190610,66.822618,64.396255,65.655226,66.922856,50.206159,16.736058,0.062690,0.060167,0.034695,0.037209,0.209060,0.301288,1.933365,2.461945,2.108312,3.229166,2.064513,1.849110,1.840002,1.959020,1.864044,1.968182,1.915223,1.835485,1.366575,0.455292,0.120284,0.166283,0.151336,0.020739,0.124221,0.058755,0.042243,0.029972,0.011406,0.005681,0.001773,0.001642,0.001665,0.001857,0.001709,0.001903,0.001836,0.001766,0.001334,0.000446,0.194761,5.959814,0.458642,0.260894,66.206467,174.095398,288.117462,0.299291,4.801128,0.520752,0.193080,77.560158,132.341080,37.800003,0.000000,0.000000,0.000000,923.349090,7.030231,0.000000,0.550863,89.501732,0.000000,0.907881,-1.938815,-0.062949,-0.197425,69.300003,38.313828,2.814227,30.741932,7.571889,27.555344,0.746849,6443.721191,0.014951,0.000000,165.013901,37.345013,6213.060059,0.000353,7.025599,50.599552,8854.922852,0.988055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.092490,-0.674056,-2.175526,0.134422,0.337012,26.605951,101.750183,1304.769409,0.143471,0.920670,4.921320,3.467546,1.744025
1993,3,72,13,0.000000,3.352531,9.623922,16.142204,24.038814,22.713491,24.701822,39.358096,56.891218,60.799118,62.919878,61.769829,66.230196,66.464615,64.100389,66.750247,64.328041,65.602783,66.882106,50.179552,16.727380,0.011856,0.065611,0.050463,0.051432,0.213945,0.185190,2.202433,2.710726,2.229254,3.227701,2.087415,1.864111,1.851813,1.960292,1.878498,1.970885,1.923207,1.845604,1.372538,0.457211,0.042041,0.181410,0.186546,0.021594,0.152174,0.069202,0.049719,0.029415,0.011355,0.005321,0.001679,0.001562,0.001591,0.001781,0.001645,0.001837,0.001778,0.001715,0.001297,0.000434,0.179362,6.426921,0.431591,0.306187,53.157471,174.064194,287.784088,0.286334,5.205322,0.507678,0.224423,64.514221,132.307877,4.800000,0.000000,0.000000,0.000000,909.576230,8.064542,0.000000,0.530625,86.608315,0.000000,1.539714,-2.099767,-0.070448,-0.223100,74.099998,56.356209,3.344852,38.806477,17.549728,28.160185,0.764093,6445.554688,0.014467,0.000000,170.191452,34.918270,6211.520020,0.000045,9.853337,47.343102,8285.043945,0.984117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.295044,-0.236017,-1.844237,0.094288,0.285633,26.108816,104.650276,1304.368408,0.213953,0.941927,5.595884,3.666589,1.915370
1993,3,87,28,0.000000,6.421483,12.901641,18.170621,21.213956,21.390524,24.004697,39.348690,56.922284,60.795433,62.864367,61.697560,66.153410,66.386432,64.018387,66.681742,64.260381,65.547546,66.836461,50.148341,16.717122,0.059246,0.060415,0.037486,0.057659,0.256102,0.172307,0.167974,2.923952,2.351520,3.228570,2.110076,1.879487,1.863782,1.962261,1.892585,1.974018,1.931029,1.855524,1.378460,0.459115,0.120182,0.166970,0.163890,0.010917,0.146392,0.063295,0.045232,0.031472,0.012115,0.005444,0.001726,0.001597,0.001618,0.001805,0.001661,0.001850,0.001787,0.001720,0.001300,0.000434,0.214806,4.696095,0.461959,0.292448,58.707703,172.063904,287.499481,0.342857,3.392284,0.535155,0.213195,69.402962,130.970932,16.799999,0.000000,0.000000,0.000000,912.481079,3.811350,0.000000,0.506358,76.629898,0.000000,1.557916,-2.236669,-0.079300,-0.245470,90.900002,69.745682,3.851209,42.617825,27.127851,26.621569,0.781407,6443.298828,0.013871,0.000000,172.963043,32.712120,6210.219727,0.000000,4.800618,46.159676,8077.942871,0.982384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.580545,0.121441,-1.517020,0.132156,0.341782,25.674997,106.338768,1304.197021,0.271799,1.197267,0.426886,3.867922,2.061216
1993,3,90,31,0.000000,3.626089,10.617754,16.437055,21.178379,21.353581,23.981915,39.348836,56.924677,60.794099,62.854360,61.684427,66.139322,66.371895,64.002902,66.668559,64.247080,65.536382,66.826974,50.141720,16.714939,0.046850,0.083827,0.051173,0.059919,0.255755,0.169232,0.151479,2.952457,2.372127,3.227545,2.114166,1.882270,1.865898,1.962450,1.895138,1.974479,1.932399,1.857340,1.379542,0.459463,0.007511,0.105155,0.171153,0.015393,0.131416,0.056016,0.045033,0.033030,0.012660,0.005641,0.001783,0.001643,0.001659,0.001843,0.001691,0.001879,0.001810,0.001739,0.001313,0.000439,0.241769,4.714986,0.299212,0.271825,51.859280,172.006058,287.447052,0.369646,3.401046,0.364920,0.199787,62.536068,130.932220,0.000000,0.000000,0.000000,0.000000,905.450947,3.196021,0.000000,0.098158,14.534032,0.000000,1.557831,-2.261699,-0.081360,-0.249577,90.900002,76.677673,3.949367,45.813847,30.863819,26.693508,0.598807,6443.485840,0.002697,0.000000,173.908981,32.268028,6210.016602,0.000000,1.323617,2.186724,382.676727,0.174147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.504379,0.179603,-1.464491,0.147735,0.169717,25.525190,106.946701,1304.161865,0.282924,1.197713,0.384964,3.901903,2.087951
1993,4,91,1,1.000000,2.178439,9.797382,16.066770,21.157843,21.338476,23.971175,39.348102,56.925310,60.793604,62.851090,61.680136,66.134711,66.367124,63.997805,66.664204,64.242668,65.532659,66.823793,50.139492,16.714204,0.000000,0.092866,0.063134,0.061500,0.254022,0.167456,0.148011,2.961600,2.378874,3.227180,2.115512,1.883188,1.866593,1.962506,1.895975,1.974625,1.932845,1.857934,1.379895,0.459577,0.000000,0.082956,0.151188,0.017647,0.127469,0.054298,0.045145,0.033378,0.012785,0.005685,0.001797,0.001654,0.001668,0.001853,0.001699,0.001887,0.001817,0.001745,0.001317,0.000440,0.217500,4.720526,0.251791,0.266683,49.200436,171.979858,287.429871,0.344511,3.404078,0.315526,0.196555,59.869671,130.913818,0.000000,0.000000,0.000000,0.000000,902.724987,1.701710,0.000000,0.032484,3.696932,0.000000,-0.000029,-0.008191,-0.000676,-0.001344,0.000000,2.693561,0.032484,1.701710,0.991851,26.683290,0.546427,6443.491699,0.000893,0.000000,174.199783,32.107880,6209.953613,0.000000,0.261573,2.090756,365.882263,0.167183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.634731,0.199813,-1.446828,0.113911,0.133352,25.456324,107.164597,1304.155762,0.290673,1.190440,0.376157,3.913033,0.008752
1993,4,105,15,1.000000,1.272697,5.535506,14.146597,20.552684,20.843671,23.437598,39.232615,56.912121,60.782757,62.808113,61.624058,66.074171,66.303954,63.929642,66.605262,64.182155,65.480701,66.778621,50.107453,16.703612,0.008411,0.004790,0.286334,0.137941,0.277991,0.179338,0.153398,3.122693,2.485224,3.228304,2.135710,1.897404,1.877492,1.964700,1.908478,1.977785,1.939849,1.866882,1.385323,0.461323,0.000035,0.000381,0.353450,0.066162,0.130089,0.057117,0.043440,0.032267,0.012430,0.005479,0.001750,0.001614,0.001631,0.001814,0.001666,0.001853,0.001786,0.001718,0.001297,0.000433,0.437476,4.976032,0.420028,0.269128,41.507484,170.817383,287.201691,0.576472,3.594424,0.485072,0.197868,51.929321,130.004166,0.000000,0.000000,0.000000,0.000000,893.313988,2.863079,0.000000,0.442396,64.222740,0.000000,-0.000423,-0.115933,-0.008781,-0.018884,0.000000,11.662716,0.474881,4.564788,7.097929,27.299372,0.716412,6443.454102,0.012189,0.000000,175.196030,31.302092,6208.941406,0.000000,2.645290,0.923512,161.614578,0.077629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.120926,0.537176,-1.111682,0.108646,0.118233,25.624502,108.084381,1304.077515,0.671159,1.333695,0.390995,4.088699,0.123770
1993,4,120,30,1.000000,1.258965,4.146164,13.879022,20.471803,20.775913,23.444168,39.240660,56.880946,60.762360,62.765651,61.570635,66.016360,66.242869,63.862647,66.546184,64.120193,65.426016,66.729797,50.072183,16.691917,0.012822,0.029211,0.592497,0.342800,0.572391,0.387570,0.411253,3.268450,2.589467,3.228718,2.156252,1.912234,1.888705,1.967082,1.921202,1.981182,1.947017,1.876139,1.391004,0.463155,0.000138,0.004422,0.209360,0.063336,0.092269,0.044881,0.043826,0.033513,0.012883,0.005629,0.001805,0.001657,0.001667,0.001848,0.001691,0.001875,0.001804,0.001730,0.001305,0.000436,0.977330,5.934398,0.277256,0.220931,39.755955,170.722870,286.976685,1.263525,4.353468,0.323391,0.168354,50.143909,129.953735,0.000000,0.000000,0.000000,0.000000,890.904454,1.474698,0.000000,0.448584,63.014771,0.000000,-0.000784,-0.220631,-0.017062,-0.035232,0.000000,13.625023,0.923466,6.039486,7.585537,28.939152,0.526076,6444.383789,0.012416,0.000000,175.350220,31.515165,6208.054199,0.000000,1.764754,8.091479,1063.656982,0.357009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.207815,0.725047,-0.825090,0.239532,0.074347,26.078125,108.233017,1304.034424,1.674500,2.755072,1.048027,4.261630,0.233854
1993,5,121,1,1.000000,1.259166,4.096735,13.868345,20.471696,20.776116,23.451426,39.242736,56.879496,60.760928,62.762910,61.567266,66.012723,66.239009,63.858381,66.542389,64.116173,65.422424,66.726553,50.069821,16.691133,0.013253,0.031270,0.608393,0.358935,0.594788,0.404135,0.431640,3.277328,2.596036,3.228701,2.157577,1.913203,1.889432,1.967237,1.922023,1.981405,1.947481,1.876743,1.391377,0.463275,0.000146,0.004611,0.205357,0.063801,0.091892,0.044589,0.043981,0.033605,0.012916,0.005641,0.001810,0.001660,0.001670,0.001850,0.001693,0.001877,0.001805,0.001731,0.001306,0.000436,1.011851,6.005909,0.273915,0.220525,39.695942,170.730240,286.962372,1.309245,4.410497,0.319861,0.168121,50.084000,129.961716,0.400000,0.000000,0.000000,0.000000,890.815425,0.460069,0.000000,0.028991,3.898905,0.000000,-0.000808,-0.227309,-0.017810,-0.036240,0.400000,14.085092,0.952457,6.499556,7.585537,29.054237,0.522380,6444.383789,0.000804,0.000000,175.351379,31.456974,6207.998535,0.000000,0.112191,8.091479,1063.656982,0.357009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005442,0.012484,0.018893,0.247321,0.073209,26.067375,108.240875,1304.031860,1.753325,2.862847,1.099924,4.272542,0.240783
